content,length,word_count,type
Aprameya Properties Pvt Ltd,27,4,javascript
PR/KN/170730/000418,19,1,javascript
ACK/KA/RERA/1251/309/PR/090924/008485,37,1,javascript
PRM/KA/RERA/1251/472/PR/191206/003055,37,1,javascript
Concorde Luxepolis,18,2,javascript
ACK/KA/RERA/1251/308/PR/030223/006795,37,1,javascript
ABAN DEVELOPERS PRIVATE LIMITED,31,4,javascript
AJAY C. PUJAR,13,3,javascript
PRM/KA/RERA/1262/435/PR/220526/004929,37,1,javascript
Manjeera Construction Ltd,25,3,javascript
PRM/KA/RERA/1251/446/PR/190123/002296,37,1,javascript
JR GREENWICH PHASE 4,20,4,javascript
PRM/KA/RERA/1249/447/PR/060623/005975,37,1,javascript
PRM/KA/RERA/1267/484/PR/010722/005037,37,1,javascript
M/s ODION BUILDERS AND DEVELOPERS,33,5,javascript
TOR/ACK/KA/RERA/1251/310/PR/201030/004328,41,1,javascript
PRM/KA/RERA/1266/390/PR/210928/004320,37,1,javascript
PRM/KA/RERA/1251/310/PR/150622/004987,37,1,javascript
NCC URBAN MAYFAIR,17,3,javascript
PRM/KA/RERA/1251/310/PR/171208/001113,37,1,javascript
Eshwarappa LAYOUT,17,2,javascript
PRM/KA/RERA/1251/446/PR/210302/003982,37,1,javascript
PR/KN/170731/000546,19,1,javascript
VR SAI CITY 4,13,4,javascript
D Kishore Reddy,15,3,javascript
PRM/KA/RERA/1268/378/PR/091123/006391,37,1,javascript
ACK/KA/RERA/1251/309/PR/180702/002416,37,1,javascript
ACK/KA/RERA/1257/334/PR/190115/002959,37,1,javascript
SUNDER MUDDANA SHETTY,21,3,javascript
Silver Kites,12,2,javascript
M P THIMAPPA RESIDENTIAL LAYOUT NAVULE BELAKU RESIDENTIAL LAYOUT BOMMANAKETTE,77,10,javascript
PRM/KA/RERA/1251/308/PR/180905/002005,37,1,javascript
PRIME VISTARA,13,2,javascript
Mantri Serenity6,16,2,javascript
PRM/KA/RERA/1273/319/PR/160223/005732,37,1,javascript
SNR SQUARE PVT LTD,18,4,javascript
keya homes pvt ltd,18,4,javascript
SHARAN ENCLAVE,14,2,javascript
HITHA TWINS PARADISE,20,3,javascript
Chaitanya Kulkarni,18,2,javascript
Pristine Buildcon Private Limited,33,4,javascript
Hasmitha Nandana,16,2,javascript
LAVISH HEIGHTS,14,2,javascript
Concorde Spring Meadows,23,3,javascript
ACK/KA/RERA/1251/446/PR/190520/003300,37,1,javascript
Land Trades Builders And Developers Private Limited,51,7,javascript
ACK/KA/RERA/1248/469/PR/060423/007028,37,1,javascript
Pavansrinivasa ALITA,20,2,javascript
Amsha Ventures,14,2,javascript
PR/KN/170808/001167,19,1,javascript
ACK/KA/RERA/1251/446/PR/211222/006652,37,1,javascript
PRM/KA/RERA/1249/447/PR/190706/002651,37,1,javascript
FATEH GRANITES LIMITED,22,3,javascript
PRM/KA/RERA/1248/469/PR/200622/005016,37,1,javascript
PR/KN/171127/002464,19,1,javascript
B R HANUMANTHA BABU,19,4,javascript
PR/KN/170803/001075,19,1,javascript
ACK/KA/RERA/1254/460/PR/210820/005161,37,1,javascript
PRM/KA/RERA/1251/309/PR/180905/001990,37,1,javascript
HEARTY HOMES,12,2,javascript
ACK/KA/RERA/1251/446/PR/210713/005074,37,1,javascript
Suryakant Hospeti,17,2,javascript
Concorde Sylvan View,20,3,javascript
SAUDAGAR URBAN LIFESTYLES,25,3,javascript
PRM/KA/RERA/1257/334/PR/180130/002220,37,1,javascript
SHASHIKALA SHARANAPPA GIRI,26,3,javascript
ACK/KA/RERA/1251/309/PR/080923/007428,37,1,javascript
CITY REAL ESTATE,16,3,javascript
PRM/KA/RERA/1257/334/PR/060924/007004,37,1,javascript
ACK/KA/RERA/1273/319/PR/180927/002667,37,1,javascript
PRM/KA/RERA/1251/309/PR/180507/001646,37,1,javascript
PurpleBrick Avenue Garden - Phase 3,35,6,javascript
ACK/KA/RERA/1250/307/PR/201209/004436,37,1,javascript
ACK/KA/RERA/1251/446/PR/080624/008221,37,1,javascript
Spectra Raaya,13,2,javascript
HC UNNATI FARMS LLP,19,4,javascript
Spring Dell,11,2,javascript
ACK/KA/RERA/1257/334/PR/300524/008197,37,1,javascript
SKYTOWN BUILDERS AND DEVELOPERS,31,4,javascript
PRM/KA/RERA/1249/367/PR/220912/005227,37,1,javascript
M/s Prajwal Promoters Private Limited,37,5,javascript
PRM/KA/RERA/1274/351/PR/090322/004746,37,1,javascript
Construction of 579 Houses at Yallapura Town,44,7,javascript
ACK/KA/RERA/1271/291/PR/210906/005218,37,1,javascript
PR/KN/170824/001472,19,1,javascript
Construction of 1450DUs at Channapatna,38,5,javascript
ACK/KA/RERA/1251/309/PR/300424/008099,37,1,javascript
PRM/KA/RERA/1251/309/PR/210518/004158,37,1,javascript
PR/KN/180103/002615,19,1,javascript
SEA WAVE APARTMENTS,19,3,javascript
PRM/KA/RERA/1250/304/PR/150223/005720,37,1,javascript
PRM/KA/RERA/1251/446/PR/100823/006141,37,1,javascript
PRM/KA/RERA/1272/401/PR/210324/006715,37,1,javascript
ACK/KA/RERA/1268/378/PR/210122/004534,37,1,javascript
Candeur Landmark,16,2,javascript
PRM/KA/RERA/1251/310/PR/170915/000332,37,1,javascript
ACK/KA/RERA/1251/308/PR/250822/006278,37,1,javascript
ACK/KA/RERA/1249/447/PR/050823/007347,37,1,javascript
CONSTRUCTION OF 715 (G F) HOUSES at KUSTAGI TOWN,48,9,javascript
ACK/KA/RERA/1268/378/PR/190201/003009,37,1,javascript
PRM/KA/RERA/1257/334/PR/271023/006357,37,1,javascript
SRIGANDHA BADAVANE,18,2,javascript
VANSHIKA AURA,13,2,javascript
BLUEJAY UTTAR,13,2,javascript
STERLLING AVEENUE,17,2,javascript
BANAGAR CONSTRUCTIONS &amp; BUILDERS,36,4,javascript
LAXMAN MALI LAYOUT,18,3,javascript
KUNJAL VENKATESH KINI,21,3,javascript
ACK/KA/RERA/1259/410/PR/210325/004850,37,1,javascript
VSL REALTIES PRIVATE LIMITED,28,4,javascript
PRM/KA/RERA/1254/460/PR/191025/002973,37,1,javascript
PRM/KA/RERA/1250/301/PR/220623/006009,37,1,javascript
ACK/KA/RERA/1274/352/PR/041023/007486,37,1,javascript
Ramky Estates and Farms Limited,31,5,javascript
ACK/KA/RERA/1257/334/PR/180925/002658,37,1,javascript
ACK/KA/RERA/1263/419/PR/210223/004729,37,1,javascript
ACK/KA/RERA/1251/308/PR/160823/007368,37,1,javascript
ACK/KA/RERA/1251/446/PR/200916/004236,37,1,javascript
VIVEK BUILDERS AND DEVELOPERS,29,4,javascript
PRM/KA/RERA/1251/309/PR/180728/001956,37,1,javascript
SREE GDLR DEVELOPERS,20,3,javascript
ACK/KA/RERA/1250/305/PR/181117/002819,37,1,javascript
VAISHNO VENTURES,16,2,javascript
Nimishamba Developers,21,2,javascript
Ecstasy Projects Pvt Ltd,24,4,javascript
PRM/KA/RERA/1251/309/PR/301223/006520,37,1,javascript
Hirekerur 250 houses project,28,4,javascript
ACK/KA/RERA/1251/446/PR/180921/002648,37,1,javascript
Shristi Heritage,16,2,javascript
PRM/KA/RERA/1251/446/PR/300924/007097,37,1,javascript
ACK/KA/RERA/1257/333/PR/160424/008043,37,1,javascript
PRM/KA/RERA/1251/309/PR/010923/006217,37,1,javascript
ACK/KA/RERA/1251/309/PR/200907/004221,37,1,javascript
riddhi siddhi ventures,22,3,javascript
SHREE RENUKA LAYOUT - 2,23,5,javascript
PRM/KA/RERA/1268/378/PR/060324/006665,37,1,javascript
ACK/KA/RERA/1251/310/PR/101022/006419,37,1,javascript
ACK/KA/RERA/1251/446/PR/251122/006557,37,1,javascript
BLUEGLITZ RESIDENCE,19,2,javascript
Prestige Sanctuary,18,2,javascript
PR/KN/170801/000925,19,1,javascript
PRM/KA/RERA/1251/308/PR/171026/000631,37,1,javascript
madhusudhan rao kadam,21,3,javascript
SILVER PARK -2,14,3,javascript
Bilagi,6,1,javascript
DEVAGIRI PROMOTERS,18,2,javascript
ACK/KA/RERA/1251/309/PR/190430/003258,37,1,javascript
PRM/KA/RERA/1250/307/PR/270924/007092,37,1,javascript
PRM/KA/RERA/1268/380/PR/171229/001754,37,1,javascript
PRM/KA/RERA/1251/308/PR/200722/003485,37,1,javascript
ACK/KA/RERA/1259/410/PR/200817/004183,37,1,javascript
ACK/KA/RERA/1266/390/PR/300323/007001,37,1,javascript
UPKAR RESIDENCES PRIVATE LIMITED,32,4,javascript
PRM/KA/RERA/1251/446/PR/151222/005522,37,1,javascript
G C R Homes,11,4,javascript
PRM/KA/RERA/1273/488/PR/220113/004632,37,1,javascript
PRM/KA/RERA/1251/446/PR/180319/001378,37,1,javascript
ACK/KA/RERA/1275/448/PR/180908/002615,37,1,javascript
PR/KN/170731/000599,19,1,javascript
EARTHSONG BY MANYATA PHASE-4C,29,4,javascript
SV ELEGANT,10,2,javascript
PRM/KA/RERA/1249/447/PR/180319/001224,37,1,javascript
PRM/KA/RERA/1251/446/PR/170915/000157,37,1,javascript
ACK/KA/RERA/1251/308/PR/180814/002548,37,1,javascript
PR/KN/170729/000376,19,1,javascript
TRIVIK WINDWALK,15,2,javascript
L KUMAR,7,2,javascript
PRM/KA/RERA/1251/310/PR/190722/002705,37,1,javascript
Sudhakara Reddy Annem,21,3,javascript
PR/KN/180312/002864,19,1,javascript
RAJENDRA KHEMACHAND SHAHA,25,3,javascript
Heddari Engineers (India) Limited,33,4,javascript
Construction of 500 (G.F) Du&#039;s Including Infrastr,54,7,javascript
ACK/KA/RERA/1249/447/PR/210429/004960,37,1,javascript
Rajiv Gandhi Housing Corporation Limlted,40,5,javascript
ACK/KA/RERA/1257/336/PR/300622/006095,37,1,javascript
AKIRA APARTMENT (NANJUNDESHWARA ENCLAVE),40,4,javascript
PRM/KA/RERA/1251/446/PR/181103/002117,37,1,javascript
ACK/KA/RERA/1251/446/PR/180529/002280,37,1,javascript
ACK/KA/RERA/1248/469/PR/261121/005483,37,1,javascript
RASHI INFRA,11,2,javascript
SOULSPRING PHASE 1,18,3,javascript
PRM/KA/RERA/1251/308/PR/180728/001965,37,1,javascript
PRAFULLACHANDRA RAO U,21,3,javascript
SHANARANBASAV GOGI,18,2,javascript
VENKATALAXMI TOWERS,19,2,javascript
SAI REGENCY,11,2,javascript
ACK/KA/RERA/1248/441/PR/211025/005366,37,1,javascript
Construction of 192Dus (G+3) Residential Building,49,6,javascript
SREE VENKATESHWARA BUILDERS,27,3,javascript
SHREE BALAJEE CONSTRUCTIONS,27,3,javascript
Kinfratech Navanagara,21,2,javascript
ACK/KA/RERA/1257/334/PR/210731/005110,37,1,javascript
ACK/KA/RERA/1259/479/PR/200104/003797,37,1,javascript
PRM/KA/RERA/1268/378/PR/160124/006541,37,1,javascript
ORION 1,7,2,javascript
H P Mallikarjuna,16,3,javascript
"Mahadev Enterprises, branded as &#039;Esteem Kings Court&#039;",62,7,javascript
ACK/KA/RERA/1250/303/PR/200318/003989,37,1,javascript
VIDYULLEKHA BUILDERS &amp; DEVELOPERS,37,4,javascript
PR/KN/170731/000623,19,1,javascript
PRM/KA/RERA/1251/308/PR/210819/004281,37,1,javascript
SILICON INDRAPRASTHA,20,2,javascript
ACK/KA/RERA/1254/460/PR/120122/005586,37,1,javascript
PRM/KA/RERA/1250/304/PR/180319/001492,37,1,javascript
ACK/KA/RERA/1251/308/PR/130424/008037,37,1,javascript
PRM/KA/RERA/1273/318/PR/180523/001803,37,1,javascript
PRM/KA/RERA/1251/310/PR/200618/003451,37,1,javascript
ACK/KA/RERA/1270/302/PR/201013/004299,37,1,javascript
PR/KN/170731/000555,19,1,javascript
Sunitha.V,9,1,javascript
PRM/KA/RERA/1263/419/PR/190131/002319,37,1,javascript
ELWIN TOWERS,12,2,javascript
PRM/KA/RERA/1251/446/PR/200923/006271,37,1,javascript
ADITRI PROJECTS LLP,19,3,javascript
COCO NEST,9,2,javascript
PRM/KA/RERA/1251/309/PR/211008/004357,37,1,javascript
ACK/KA/RERA/1251/308/PR/190327/003168,37,1,javascript
PRM/KA/RERA/1251/446/PR/030824/006958,37,1,javascript
Celebrity NH Annexe,19,3,javascript
PR/KN/171027/002280,19,1,javascript
ABHISHEK APARTMENT,18,2,javascript
Essence Realty LLP,18,3,javascript
PRM/KA/RERA/1268/378/PR/200702/003474,37,1,javascript
PRM/KA/RERA/1268/381/PR/171021/001285,37,1,javascript
SAHA DEVELOPERS &amp; PROMOTERS,31,4,javascript
MMG Ambari Enclave,18,3,javascript
ACK/KA/RERA/1248/469/PR/260222/005719,37,1,javascript
PR/KN/170729/000157,19,1,javascript
Premier Krishna,15,2,javascript
ACK/KA/RERA/1251/308/PR/180605/002317,37,1,javascript
MURLI GOUR,10,2,javascript
PRM/KA/RERA/1268/378/PR/171024/000823,37,1,javascript
ACK/KA/RERA/1251/309/PR/200605/004036,37,1,javascript
AGSS INFRA,10,2,javascript
RR RESIDENCY,12,2,javascript
ACK/KA/RERA/1263/419/PR/200312/003971,37,1,javascript
ODION BUILDERS &amp; DEVELOPERS,31,4,javascript
ACK/KA/RERA/1249/367/PR/190522/003312,37,1,javascript
SNR Square Pvt Ltd,18,4,javascript
BHUVANESHWAR LAYOUT,19,2,javascript
PRM/KA/RERA/1249/447/PR/280324/006729,37,1,javascript
FLOTS,5,1,javascript
PRM/KA/RERA/1257/334/PR/201022/005348,37,1,javascript
Suadela Constructions Private Limited,37,4,javascript
PRM/KA/RERA/1251/309/PR/180120/001403,37,1,javascript
Mittal Universal Constructions LLP,34,4,javascript
PRM/KA/RERA/1251/310/PR/211028/004397,37,1,javascript
PRM/KA/RERA/1259/479/PR/190427/002536,37,1,javascript
PRM/KA/RERA/1251/310/PR/200922/005246,37,1,javascript
Sri Lakshmi Vallabha constructions,34,4,javascript
PRM/KA/RERA/1249/447/PR/200827/003569,37,1,javascript
GRA INFRASTRUCTURE,18,2,javascript
Dhanlaxmi Colony,16,2,javascript
August Grand,12,2,javascript
Purva Star Properties Private Limited,37,5,javascript
ANJANAADRI RESIDENCY,20,2,javascript
SYMPHONY,8,1,javascript
1 Lakh Multi Storey Bengaluru Housing NELAGULI-2,48,7,javascript
NESTOYA HOMES PRIVATE LIMITED,29,4,javascript
SWATHI MAGNOLIA,15,2,javascript
Swarna Griha - 2,16,4,javascript
PRM/KA/RERA/1251/310/PR/200305/003328,37,1,javascript
PRM/KA/RERA/1251/308/PR/210319/004044,37,1,javascript
SUBHADRA LAYOUT,15,2,javascript
JASHWANTH MM (JDMEC),20,3,javascript
Abhiraj Builders and Developers,31,4,javascript
Zenith,6,1,javascript
UPKAR LAKE VIEW PHASE 2,23,5,javascript
ACK/KA/RERA/1251/310/PR/210305/004776,37,1,javascript
GOPALRAO KUKDOLKAR,18,2,javascript
PRM/KA/RERA/1273/319/PR/020922/005203,37,1,javascript
SUNDEW ZRIKA,12,2,javascript
PRM/KA/RERA/1251/309/PR/210208/003837,37,1,javascript
PRM/KA/RERA/1251/310/PR/190220/002439,37,1,javascript
AUM HIREMATH RESIDENCY,22,3,javascript
ACK/KA/RERA/1249/367/PR/201104/004337,37,1,javascript
PREETI PROXIMITY,16,2,javascript
ACK/KA/RERA/1249/367/PR/190723/003451,37,1,javascript
SPIRITUAL CITY,14,2,javascript
SAKETH DUO MARVEL,17,3,javascript
ACK/KA/RERA/1254/460/PR/041123/007574,37,1,javascript
Veda Vyasa Colony,17,3,javascript
PRM/KA/RERA/1251/308/PR/100522/004863,37,1,javascript
PRM/KA/RERA/1251/446/PR/211005/004337,37,1,javascript
RIQUEZA BARBIE,14,2,javascript
B.R. Layout,11,2,javascript
ACK/KA/RERA/1250/303/PR/190803/003478,37,1,javascript
PR/KN/170814/001293,19,1,javascript
PRM/KA/RERA/1251/310/PR/230522/004898,37,1,javascript
PRM/KA/RERA/1268/378/PR/220104/004627,37,1,javascript
ACK/KA/RERA/1273/318/PR/181121/002827,37,1,javascript
PR/KN/170831/001766,19,1,javascript
PNR PRIDE,9,2,javascript
PR/KN/171119/002421,19,1,javascript
THE HUDSON,10,2,javascript
Sai Kalyan builders and developers pvt ltd,42,7,javascript
PRM/KA/RERA/1251/309/PR/010723/006029,37,1,javascript
MRCL SYLVAN WOOD,16,3,javascript
Sarita Shetty,13,2,javascript
ACK/KA/RERA/1258/404/PR/240623/007230,37,1,javascript
ACK/KA/RERA/1250/301/PR/131123/007594,37,1,javascript
PRM/KA/RERA/1251/446/PR/200811/003545,37,1,javascript
Northern Sky Properties Private Limited,39,5,javascript
PRM/KA/RERA/1251/308/PR/171215/000916,37,1,javascript
DS MAX SILVIA,13,3,javascript
ACK/KA/RERA/1257/336/PR/260723/007319,37,1,javascript
PRM/KA/RERA/1248/469/PR/101024/007142,37,1,javascript
SREE RAYALASEEMA HI STRENGTH HYPO LIMITED,41,6,javascript
PRM/KA/RERA/1251/308/PR/110823/006143,37,1,javascript
PRM/KA/RERA/1251/310/PR/080823/006128,37,1,javascript
PRM/KA/RERA/1248/469/PR/141223/006475,37,1,javascript
CONSTRUCTION OF 130 DU&#039;S,29,4,javascript
DAIMOND HILLS PHASE -II,23,4,javascript
PRM/KA/RERA/1249/367/PR/210705/004184,37,1,javascript
ACK/KA/RERA/1268/378/PR/191005/003602,37,1,javascript
ACK/KA/RERA/1274/351/PR/190624/008252,37,1,javascript
Aum Shubham,11,2,javascript
ACK/KA/RERA/1267/484/PR/210310/004801,37,1,javascript
PRM/KA/RERA/1251/310/PR/210324/006722,37,1,javascript
ACK/KA/RERA/1250/303/PR/120323/006945,37,1,javascript
PRM/KA/RERA/1250/304/PR/200123/003228,37,1,javascript
PRM/KA/RERA/1251/308/PR/090523/005924,37,1,javascript
S R Constructions,17,3,javascript
PRM/KA/RERA/1262/430/PR/191220/003069,37,1,javascript
JDMEC,5,1,javascript
PRM/KA/RERA/1250/303/PR/180524/001818,37,1,javascript
ACK/KA/RERA/1249/447/PR/240522/005983,37,1,javascript
Uber Paxina,11,2,javascript
RR. ENTERPRISES,15,2,javascript
Sahyadri Hills,14,2,javascript
PRM/KA/RERA/1273/318/PR/201001/003614,37,1,javascript
PRM/KA/RERA/1251/310/PR/171201/001380,37,1,javascript
ACK/KA/RERA/1251/309/PR/180806/002524,37,1,javascript
VR Residency Pvt Ltd,20,4,javascript
PR/KN/170801/000913,19,1,javascript
MANING TELI,11,2,javascript
ACK/KA/RERA/1251/308/PR/201109/004347,37,1,javascript
ACK/KA/RERA/1251/310/PR/200122/003846,37,1,javascript
PRM/KA/RERA/1251/310/PR/281024/007184,37,1,javascript
PR/KN/170801/000644,19,1,javascript
ACK/KA/RERA/1249/447/PR/190723/007290,37,1,javascript
ACK/KA/RERA/1251/446/PR/100622/006034,37,1,javascript
GRAVITY INFRA,13,2,javascript
PRM/KA/RERA/1251/308/PR/180131/001599,37,1,javascript
PRM/KA/RERA/1251/308/PR/140622/004981,37,1,javascript
BILWA REGENCY,13,2,javascript
ACK/KA/RERA/1251/310/PR/050224/007833,37,1,javascript
G CORP HOMES PVT LTD,20,5,javascript
ACK/KA/RERA/1257/336/PR/050823/007345,37,1,javascript
Allure Awani Private Limited,28,4,javascript
PRM/KA/RERA/1251/308/PR/101122/005451,37,1,javascript
Seven Hills,11,2,javascript
SLV INFRASTRUCTURES,19,2,javascript
KANAKASHREE HOUSE BUILDING COOPERATIVE SOCIETY LIMITED,54,6,javascript
SRI ARIHANT INVESTMENTS,23,3,javascript
PRM/KA/RERA/1251/446/PR/090523/005918,37,1,javascript
galaxy constructions,20,2,javascript
63 Degree East - Tower A,24,6,javascript
ACK/KA/RERA/1251/446/PR/060322/005751,37,1,javascript
MUTTENAVAR COLONY,17,2,javascript
PRM/KA/RERA/1251/310/PR/171019/000826,37,1,javascript
Srinidhi&#039;s Chandrananda Nagar,34,3,javascript
PR/KN/170731/000389,19,1,javascript
Paramount Construction Company,30,3,javascript
PR/KN/171212/002435,19,1,javascript
PRM/KA/RERA/1251/446/PR/190219/002396,37,1,javascript
ACK/KA/RERA/1271/486/PR/191209/003739,37,1,javascript
PRM/KA/RERA/1268/378/PR/281222/005563,37,1,javascript
PRM/KA/RERA/1257/334/PR/171214/001457,37,1,javascript
KUMARAVANA,10,1,javascript
M/s GREENNESTO BUILDERS AND DEVELOPERS LLP,42,6,javascript
PRM/KA/RERA/1268/378/PR/200624/003463,37,1,javascript
PRK LAYOUT,10,2,javascript
MATHAPATHI CONSTRUCTIONS PRIVATE LIMITED,40,4,javascript
GOLDEN BLOSSOM,14,2,javascript
Davangere_895@PMAY-HFA,22,1,javascript
PRM/KA/RERA/1251/309/PR/190204/002337,37,1,javascript
GOGINENI&#039;S NEST,20,2,javascript
ABHEE NANDIKA,13,2,javascript
PRM/KA/RERA/1248/469/PR/220309/004742,37,1,javascript
PRM/KA/RERA/1257/334/PR/180120/001389,37,1,javascript
HI POINT-ELITE,14,2,javascript
PRM/KA/RERA/1259/410/PR/300124/006598,37,1,javascript
Neelgund Developers AND Builders Pvt Ltd,40,6,javascript
PRM/KA/RERA/1274/351/PR/150423/005866,37,1,javascript
ACK/KA/RERA/1257/334/PR/241222/006661,37,1,javascript
ACK/KA/RERA/1250/304/PR/011222/006577,37,1,javascript
Vaibhav Greens Phase 4,22,4,javascript
ACK/KA/RERA/1251/310/PR/271221/005556,37,1,javascript
VINU G NAIR,11,3,javascript
Empressa,8,1,javascript
PRM/KA/RERA/1257/334/PR/190524/002571,37,1,javascript
Skanda Enclave 5,16,3,javascript
PR/KN/170920/002072,19,1,javascript
PRM/KA/RERA/1251/309/PR/190427/002538,37,1,javascript
TOR/PRM/KA/RERA/1251/309/PR/221116/000068,41,1,javascript
PRM/KA/RERA/1249/447/PR/171201/001756,37,1,javascript
PRM/KA/RERA/1250/303/PR/220223/005741,37,1,javascript
PRM/KA/RERA/1268/378/PR/210323/005812,37,1,javascript
ACK/KA/RERA/1268/378/PR/211221/005546,37,1,javascript
CONSTRUCTION OF 500 (GF) DU&#039;s HOUSES,41,6,javascript
Lotus Nature Park,17,3,javascript
PRM/KA/RERA/1268/378/PR/171019/000291,37,1,javascript
PR/KN/170729/000268,19,1,javascript
ACK/KA/RERA/1251/446/PR/210125/004544,37,1,javascript
"Atco Projects Pvt Ltd.,",23,4,javascript
BASAVESWARA NAGARA,18,2,javascript
Gousamodin Mahabubsa Pokaki,27,3,javascript
PANCHAVATI VILLAS,17,2,javascript
PR/KN/171128/002465,19,1,javascript
PRM/KA/RERA/1274/354/PR/210208/003872,37,1,javascript
PRM/KA/RERA/1271/486/PR/190809/002779,37,1,javascript
PR/KN/170731/000717,19,1,javascript
NAVA VAIBHAVA ‘B’ and ‘C’ Block,31,6,javascript
PR/KN/171107/002237,19,1,javascript
Construction of 500 houses at K.R Pete Town,43,8,javascript
RAAGA BY BHAVISHA HOMES,23,4,javascript
PR/KN/170731/000856,19,1,javascript
PR/KN/171213/002490,19,1,javascript
The Marian Park,15,3,javascript
Maanya Lotus Phase 3,20,4,javascript
ACK/KA/RERA/1249/367/PR/210223/004725,37,1,javascript
Sharada Layout,14,2,javascript
TOR/ACK/KA/RERA/1251/310/PR/191230/003788,41,1,javascript
Shriline properties Pvt.Ltd,27,3,javascript
PRM/KA/RERA/1257/334/PR/191130/003045,37,1,javascript
PRM/KA/RERA/1251/308/PR/170928/001304,37,1,javascript
PRM/KA/RERA/1251/308/PR/200526/003414,37,1,javascript
C-Square,8,1,javascript
ACK/KA/RERA/1257/334/PR/040324/007910,37,1,javascript
SRM OAK AND STONE,17,4,javascript
GREEN AVENUE,12,2,javascript
PRM/KA/RERA/1268/378/PR/181012/002080,37,1,javascript
SBR MINARA,10,2,javascript
MADINA TOWERS,13,2,javascript
ACK/KA/RERA/1267/374/PR/200924/008534,37,1,javascript
BALAJI M,8,2,javascript
SURYA RESIDENCY,15,2,javascript
Sri Devidayal La Grace,22,4,javascript
LGCL LUXURIATE,14,2,javascript
AJMERA HOUSING CORPORATION (BANGALORE),38,4,javascript
Sai Kiran Constructions,23,3,javascript
searchable,10,1,javascript
PR/KN/170731/000668,19,1,javascript
ACK/KA/RERA/1251/308/PR/040123/006693,37,1,javascript
PRM/KA/RERA/1259/410/PR/190715/002685,37,1,javascript
PRM/KA/RERA/1257/334/PR/050723/006044,37,1,javascript
MAKA RESIDENCY,14,2,javascript
ACK/KA/RERA/1257/333/PR/090324/007940,37,1,javascript
ACK/KA/RERA/1251/310/PR/211023/005341,37,1,javascript
ESSENCE,7,1,javascript
DISHA LOHARUKA INFRA PROJECTS,29,4,javascript
STARLING NEST,13,2,javascript
Shivabasava Residency,21,2,javascript
ACK/KA/RERA/1251/309/PR/200710/004123,37,1,javascript
VINAYAKAIAH BUILDERS AND DEVELOPERS PVT LTD,43,6,javascript
PR/KN/170930/002185,19,1,javascript
ACK/KA/RERA/1263/419/PR/190824/008425,37,1,javascript
PRM/KA/RERA/1249/369/PR/300923/006295,37,1,javascript
ACK/KA/RERA/1268/378/PR/240222/005709,37,1,javascript
PRM/KA/RERA/1251/472/PR/220922/005264,37,1,javascript
PRM/KA/RERA/1251/310/PR/171015/000560,37,1,javascript
PRM/KA/RERA/1273/487/PR/200908/003589,37,1,javascript
ACK/KA/RERA/1275/448/PR/181218/002915,37,1,javascript
PRM/KA/RERA/1251/446/PR/200827/003561,37,1,javascript
ACK/KA/RERA/1251/309/PR/280823/007400,37,1,javascript
PRM/KA/RERA/1257/334/PR/300823/006203,37,1,javascript
PRM/KA/RERA/1251/308/PR/171015/000754,37,1,javascript
DATTA - KRUPA SANKUL,20,4,javascript
PRM/KA/RERA/1257/334/PR/171214/001539,37,1,javascript
Landmark - With the Rising Sun,30,6,javascript
PR/KN/170830/001574,19,1,javascript
ACK/KA/RERA/1262/430/PR/200625/004103,37,1,javascript
ACK/KA/RERA/1268/378/PR/250522/005990,37,1,javascript
ACK/KA/RERA/1268/378/PR/201118/004370,37,1,javascript
MACASA EMERALD,14,2,javascript
PR/KN/170830/001638,19,1,javascript
ACK/KA/RERA/1251/309/PR/280624/008287,37,1,javascript
PRM/KA/RERA/1253/286/PR/181223/006502,37,1,javascript
PRM/KA/RERA/1251/310/PR/180722/005078,37,1,javascript
PR/KN/170731/000478,19,1,javascript
PRM/KA/RERA/1251/310/PR/300622/005028,37,1,javascript
Akula Vanaja,12,2,javascript
Vaarahi Developers Pvt Ltd,26,4,javascript
Ratnasiri Badavane,18,2,javascript
ACK/KA/RERA/1267/374/PR/210824/008434,37,1,javascript
ACK/KA/RERA/1251/446/PR/150624/008240,37,1,javascript
PR/KN/170729/000281,19,1,javascript
SHUBANKARA DEVELOPERS,21,2,javascript
PR/KN/170824/001490,19,1,javascript
LIVIUM,6,1,javascript
Shruti Abode,12,2,javascript
VMAKS BUILDERS Pvt Ltd,22,4,javascript
ACK/KA/RERA/1250/303/PR/120323/006944,37,1,javascript
ACK/KA/RERA/1251/472/PR/200924/008535,37,1,javascript
M/s Virtue Infracon,19,3,javascript
PRM/KA/RERA/1268/378/PR/181223/006493,37,1,javascript
M/S PERODY BUILDERS PVT LTD,27,5,javascript
SHRIRAM 107 SOUTHEAST,21,3,javascript
Oriole Horizon,14,2,javascript
KRISHNA KRIPA,13,2,javascript
SB PROPERTIES,13,2,javascript
SVS TIARA,9,2,javascript
ACK/KA/RERA/1251/446/PR/220622/006070,37,1,javascript
MARIAN PARADISE STREAK,22,3,javascript
PRM/KA/RERA/1257/334/PR/240723/006082,37,1,javascript
Gajanana Sumuk,14,2,javascript
PRM/KA/RERA/1250/303/PR/180424/006800,37,1,javascript
paramount excellencia,21,2,javascript
ACK/KA/RERA/1251/310/PR/200102/003795,37,1,javascript
PRM/KA/RERA/1271/486/PR/190521/002561,37,1,javascript
PRM/KA/RERA/1273/318/PR/210819/004279,37,1,javascript
